"train_time","test_time","auc","participant"
0.66,-0.1,0.50484375,7
0.66,-0.1,0.483125,8
0.66,-0.1,0.468108974358974,9
0.66,-0.1,0.48578125,10
0.68,-0.1,0.527688301282051,1
0.68,-0.1,0.508072916666667,2
0.68,-0.1,0.510625,3
0.68,-0.1,0.444727564102564,4
0.68,-0.1,0.501458744247206,5
0.68,-0.1,0.539635416666667,6
0.68,-0.1,0.539110576923077,7
0.68,-0.1,0.4821875,8
0.68,-0.1,0.468910256410256,9
0.68,-0.1,0.52078125,10
0.7,-0.1,0.561262019230769,1
0.7,-0.1,0.512111378205128,2
0.7,-0.1,0.5053125,3
0.7,-0.1,0.461594551282051,4
0.7,-0.1,0.514451840894149,5
0.7,-0.1,0.48379407051282,6
0.7,-0.1,0.546594551282051,7
0.7,-0.1,0.4971875,8
0.7,-0.1,0.47948717948718,9
0.7,-0.1,0.503125,10
0.72,-0.1,0.583717948717949,1
0.72,-0.1,0.476714743589744,2
0.72,-0.1,0.5209375,3
0.72,-0.1,0.467279647435897,4
0.72,-0.1,0.505267915844839,5
0.72,-0.1,0.503713942307692,6
0.72,-0.1,0.517067307692308,7
0.72,-0.1,0.488125,8
0.72,-0.1,0.460096153846154,9
0.72,-0.1,0.53359375,10
0.74,-0.1,0.532508012820513,1
0.74,-0.1,0.439695512820513,2
0.74,-0.1,0.48515625,3
0.74,-0.1,0.447383814102564,4
0.74,-0.1,0.476528599605523,5
0.74,-0.1,0.509166666666667,6
0.74,-0.1,0.51322516025641,7
0.74,-0.1,0.5125,8
0.74,-0.1,0.492788461538462,9
0.74,-0.1,0.5003125,10
0.76,-0.1,0.526486378205128,1
0.76,-0.1,0.489723557692308,2
0.76,-0.1,0.47421875,3
0.76,-0.1,0.49375,4
0.76,-0.1,0.474543885601578,5
0.76,-0.1,0.515320512820513,6
0.76,-0.1,0.541241987179487,7
0.76,-0.1,0.57015625,8
0.76,-0.1,0.471153846153846,9
0.76,-0.1,0.54375,10
0.78,-0.1,0.478257211538462,1
0.78,-0.1,0.528261217948718,2
0.78,-0.1,0.53359375,3
0.78,-0.1,0.486181891025641,4
0.78,-0.1,0.521441485864563,5
0.78,-0.1,0.519563301282051,6
0.78,-0.1,0.533786057692308,7
0.78,-0.1,0.543125,8
0.78,-0.1,0.46025641025641,9
0.78,-0.1,0.48234375,10
0.8,-0.1,0.53724358974359,1
0.8,-0.1,0.497423878205128,2
0.8,-0.1,0.50921875,3
0.8,-0.1,0.492620192307692,4
0.8,-0.1,0.537376725838264,5
0.8,-0.1,0.512223557692308,6
0.8,-0.1,0.502347756410256,7
0.8,-0.1,0.52125,8
0.8,-0.1,0.453205128205128,9
0.8,-0.1,0.4965625,10
0.82,-0.1,0.523273237179487,1
0.82,-0.1,0.49042467948718,2
0.82,-0.1,0.49421875,3
0.82,-0.1,0.480953525641026,4
0.82,-0.1,0.51439842209073,5
0.82,-0.1,0.483409455128205,6
0.82,-0.1,0.534563301282051,7
0.82,-0.1,0.569375,8
0.82,-0.1,0.449839743589744,9
0.82,-0.1,0.49515625,10
0.84,-0.1,0.481274038461538,1
0.84,-0.1,0.501025641025641,2
0.84,-0.1,0.5325,3
0.84,-0.1,0.457580128205128,4
0.84,-0.1,0.512726002629849,5
0.84,-0.1,0.435204326923077,6
0.84,-0.1,0.553301282051282,7
0.84,-0.1,0.5334375,8
0.84,-0.1,0.459294871794872,9
0.84,-0.1,0.493125,10
0.86,-0.1,0.517123397435898,1
0.86,-0.1,0.523553685897436,2
0.86,-0.1,0.541875,3
0.86,-0.1,0.426550480769231,4
0.86,-0.1,0.495307363576594,5
0.86,-0.1,0.469290865384615,6
0.86,-0.1,0.541241987179487,7
0.86,-0.1,0.54734375,8
0.86,-0.1,0.499519230769231,9
0.86,-0.1,0.51859375,10
0.88,-0.1,0.535917467948718,1
0.88,-0.1,0.499170673076923,2
0.88,-0.1,0.54875,3
0.88,-0.1,0.459399038461538,4
0.88,-0.1,0.510268737672584,5
0.88,-0.1,0.504403044871795,6
0.88,-0.1,0.535989583333333,7
0.88,-0.1,0.5290625,8
0.88,-0.1,0.483653846153846,9
0.88,-0.1,0.4915625,10
0.9,-0.1,0.535120192307692,1
0.9,-0.1,0.457900641025641,2
0.9,-0.1,0.51,3
0.9,-0.1,0.471125801282051,4
0.9,-0.1,0.507770381328074,5
0.9,-0.1,0.508229166666667,6
0.9,-0.1,0.52213141025641,7
0.9,-0.1,0.54875,8
0.9,-0.1,0.455769230769231,9
0.9,-0.1,0.54671875,10
0.92,-0.1,0.540552884615385,1
0.92,-0.1,0.463597756410256,2
0.92,-0.1,0.47203125,3
0.92,-0.1,0.450508814102564,4
0.92,-0.1,0.511620644312952,5
0.92,-0.1,0.511434294871795,6
0.92,-0.1,0.547620192307692,7
0.92,-0.1,0.55671875,8
0.92,-0.1,0.434134615384615,9
0.92,-0.1,0.53765625,10
0.94,-0.1,0.496786858974359,1
0.94,-0.1,0.533685897435897,2
0.94,-0.1,0.480625,3
0.94,-0.1,0.490316506410256,4
0.94,-0.1,0.46650641025641,5
0.94,-0.1,0.544483173076923,6
0.94,-0.1,0.558838141025641,7
0.94,-0.1,0.568125,8
0.94,-0.1,0.455448717948718,9
0.94,-0.1,0.5521875,10
0.96,-0.1,0.52150641025641,1
0.96,-0.1,0.526670673076923,2
0.96,-0.1,0.5075,3
